well,colony_id
A1,standard_1
A2,standard_1
A3,standard_2
A4,standard_2
A5,standard_3
A6,standard_3
A7,standard_4
A8,standard_4
A9,standard_5
A10,standard_5
A11,standard_6
A12,standard_6
B1,standard_7
B2,standard_7
B3,standard_8
B4,standard_8
B5,standard_9
B6,standard_9
B7,standard_10
B8,standard_10
B9,TLAP_Prac1
B10,TLAP_Prac1
B11,TLAP_Prac2
B12,TLAP_Prac2
C1,TLAP_Prac3
C2,TLAP_Prac3
C3,TLAP_Prac4
C4,TLAP_Prac4
C5,NA
C6,NA
C7,NA
C8,NA
C9,NA
C10,NA
C11,NA
C12,NA
D1,NA
D2,NA
D3,NA
D4,NA
D5,NA
D6,NA
D7,NA
D8,NA
D9,NA
D10,NA
D11,NA
D12,NA
E1,NA
E2,NA
E3,NA
E4,NA
E5,NA
E6,NA
E7,NA
E8,NA
E9,NA
E10,NA
E11,NA
E12,NA
F1,NA
F2,NA
F3,NA
F4,NA
F5,NA
F6,NA
F7,NA
F8,NA
F9,NA
F10,NA
F11,NA
F12,NA
G1,NA
G2,NA
G3,NA
G4,NA
G5,NA
G6,NA
G7,NA
G8,NA
G9,NA
G10,NA
G11,NA
G12,NA
H1,NA
H2,NA
H3,NA
H4,NA
H5,NA
H6,NA
H7,NA
H8,NA
H9,NA
H10,NA
H11,NA
H12,NA
