,datetime,temp.a,light.a,temp.b,light.b,temp.c,light.c
100,6/21/23 18:00,17.57,17,17.57,8,17.18888889,0
101,6/21/23 18:15,17.475,14,17.475,4,17.18888889,1
102,6/21/23 18:30,17.475,9,17.37888889,4,17.475,1
103,6/21/23 18:45,17.37888889,8,17.37888889,3,17.57,0
104,6/21/23 19:00,17.665,4,17.57,1,17.57,0
105,6/21/23 19:15,17.57,2,17.57,1,17.76,2
106,6/21/23 19:30,17.665,2,17.665,1,17.76,1
107,6/21/23 19:45,17.76,2,17.76,0,16.90277778,0
108,6/21/23 20:00,17.76,1,17.76,0,17.76,0
109,6/21/23 20:15,17.76,0,17.76,0,17.855,0
110,6/21/23 20:30,17.76,0,17.76,0,17.76,0
111,6/21/23 20:45,17.76,0,17.76,0,17.57,0
112,6/21/23 21:00,17.76,0,17.76,0,17.665,0
113,6/21/23 21:15,17.76,0,17.76,0,17.57,0
114,6/21/23 21:30,17.76,0,17.76,0,17.57,0
115,6/21/23 21:45,17.76,0,17.76,0,17.57,0
116,6/21/23 22:00,17.665,0,17.665,0,17.665,0
117,6/21/23 22:15,17.665,0,17.665,0,17.76,0
118,6/21/23 22:30,17.76,0,17.665,0,17.76,0
119,6/21/23 22:45,17.665,0,17.665,0,17.76,0
120,6/21/23 23:00,17.76,0,17.665,0,17.665,0
121,6/21/23 23:15,17.76,0,17.665,0,17.76,0
122,6/21/23 23:30,17.76,0,17.76,0,17.665,0
123,6/21/23 23:45,17.76,0,17.76,0,17.665,0
124,6/22/23 0:00,17.76,0,17.76,0,17.665,0
125,6/22/23 0:15,17.76,0,17.76,0,17.475,0
126,6/22/23 0:30,17.855,0,17.76,0,17.57,0
127,6/22/23 0:45,17.665,0,17.665,0,17.475,0
128,6/22/23 1:00,17.665,0,17.57,0,17.475,0
129,6/22/23 1:15,17.665,0,17.665,0,17.475,0
130,6/22/23 1:30,17.665,0,17.57,0,17.475,0
131,6/22/23 1:45,17.665,0,17.57,0,17.475,0
132,6/22/23 2:00,17.57,0,17.57,0,17.57,0
133,6/22/23 2:15,17.57,0,17.57,0,17.665,0
134,6/22/23 2:30,17.76,0,17.76,0,17.57,0
135,6/22/23 2:45,17.76,0,17.665,0,17.18888889,0
136,6/22/23 3:00,17.76,0,17.76,0,17.28388889,0
137,6/22/23 3:15,17.76,0,17.76,0,17.37888889,0
138,6/22/23 3:30,17.665,0,17.665,0,17.665,0
139,6/22/23 3:45,17.76,0,17.665,0,17.665,0
140,6/22/23 4:00,17.76,0,17.76,0,17.665,0
141,6/22/23 4:15,17.76,0,17.76,0,17.28388889,0
142,6/22/23 4:30,17.76,0,17.76,0,17.475,0
143,6/22/23 4:45,17.76,0,17.76,0,17.475,0
144,6/22/23 5:00,17.76,0,17.76,0,17.57,0
145,6/22/23 5:15,17.665,0,17.665,0,17.57,0
146,6/22/23 5:30,17.665,0,17.665,0,17.57,0
147,6/22/23 5:45,17.665,0,17.665,0,17.475,0
148,6/22/23 6:00,17.665,1,17.665,0,17.18888889,0
149,6/22/23 6:15,17.57,2,17.57,1,17.18888889,0
150,6/22/23 6:30,17.37888889,3,17.28388889,1,17.18888889,0
151,6/22/23 6:45,17.28388889,4,17.28388889,1,17.18888889,0
152,6/22/23 7:00,17.28388889,6,17.28388889,2,17.28388889,1
153,6/22/23 7:15,17.37888889,9,17.28388889,3,17.28388889,1
154,6/22/23 7:30,17.37888889,7,17.37888889,5,17.475,5
155,6/22/23 7:45,17.57,16,17.57,6,17.665,4
156,6/22/23 8:00,17.57,12,17.475,4,17.28388889,2
157,6/22/23 8:15,17.665,14,17.57,4,17.28388889,2
158,6/22/23 8:30,17.665,18,17.665,6,17.18888889,1
159,6/22/23 8:45,17.37888889,13,17.28388889,4,17.09388889,3
160,6/22/23 9:00,17.28388889,12,17.18888889,4,17.09388889,3
161,6/22/23 9:15,17.37888889,22,17.28388889,8,17.09388889,4
162,6/22/23 9:30,17.57,27,17.57,9,17.09388889,4
163,6/22/23 9:45,17.665,34,17.57,12,17.09388889,7
164,6/22/23 10:00,17.665,44,17.57,16,17.18888889,8
165,6/22/23 10:15,17.37888889,32,17.37888889,12,17.18888889,7
166,6/22/23 10:30,17.37888889,32,17.37888889,12,17.28388889,8
167,6/22/23 10:45,17.28388889,27,17.28388889,10,17.28388889,2
168,6/22/23 11:00,17.37888889,17,17.28388889,6,17.28388889,2
169,6/22/23 11:15,17.37888889,20,17.28388889,7,17.37888889,6
170,6/22/23 11:30,17.37888889,19,17.37888889,7,17.37888889,7
171,6/22/23 11:45,17.37888889,26,17.37888889,10,17.475,10
172,6/22/23 12:00,17.475,29,17.37888889,11,17.37888889,10
173,6/22/23 12:15,17.475,40,17.475,16,17.37888889,10
174,6/22/23 12:30,17.475,27,17.475,11,17.37888889,7
175,6/22/23 12:45,17.475,45,17.475,17,17.37888889,11
176,6/22/23 13:00,17.57,23,17.475,9,17.475,6
177,6/22/23 13:15,17.76,25,17.665,9,17.475,7
178,6/22/23 13:30,17.76,25,17.665,10,17.28388889,5
179,6/22/23 13:45,17.665,46,17.665,18,17.28388889,8
180,6/22/23 14:00,17.76,54,17.665,22,17.18888889,11
181,6/22/23 14:15,17.475,38,17.37888889,16,17.18888889,12
182,6/22/23 14:30,17.57,37,17.475,15,17.28388889,9
183,6/22/23 14:45,17.665,32,17.57,13,17.09388889,8
184,6/22/23 15:00,17.57,23,17.57,9,17.475,6
185,6/22/23 15:15,17.665,20,17.57,8,17.37888889,5
186,6/22/23 15:30,17.665,25,17.57,10,17.37888889,6
187,6/22/23 15:45,17.665,19,17.665,8,17.475,6
188,6/22/23 16:00,17.855,21,17.76,8,17.37888889,3
189,6/22/23 16:15,17.665,18,17.57,7,17.37888889,3
190,6/22/23 16:30,17.475,19,17.475,8,17.37888889,4
191,6/22/23 16:45,17.57,19,17.475,8,17.37888889,5
192,6/22/23 17:00,17.665,16,17.665,7,17.475,5
193,6/22/23 17:15,18.23611111,13,18.14,5,17.95,3
194,6/22/23 17:30,18.23611111,11,18.14,4,17.855,2
195,6/22/23 17:45,18.23611111,14,18.23611111,5,17.57,2
196,6/22/23 18:00,17.855,10,17.855,4,17.57,2
197,6/22/23 18:15,17.665,6,17.665,2,17.57,1
198,6/22/23 18:30,17.665,3,17.665,1,17.57,0
199,6/22/23 18:45,17.665,2,17.665,0,17.57,0
200,6/22/23 19:00,17.665,1,17.665,0,17.57,0
201,6/22/23 19:15,17.665,0,17.57,0,17.57,0
202,6/22/23 19:30,17.665,0,17.57,0,17.475,0
203,6/22/23 19:45,17.665,0,17.665,0,17.475,0
204,6/22/23 20:00,17.665,0,17.57,0,17.475,0
205,6/22/23 20:15,17.57,0,17.57,0,17.28388889,0
206,6/22/23 20:30,17.57,0,17.475,0,17.28388889,0
207,6/22/23 20:45,17.475,0,17.475,0,17.28388889,0
208,6/22/23 21:00,17.37888889,0,17.37888889,0,17.28388889,0
209,6/22/23 21:15,17.475,0,17.475,0,17.28388889,0
210,6/22/23 21:30,17.475,0,17.37888889,0,17.37888889,0
211,6/22/23 21:45,17.475,0,17.37888889,0,17.37888889,0
212,6/22/23 22:00,17.57,0,17.475,0,17.57,0
213,6/22/23 22:15,17.855,0,17.76,0,17.475,0
214,6/22/23 22:30,17.855,0,17.855,0,17.57,0
215,6/22/23 22:45,17.95,0,17.855,0,17.37888889,0
216,6/22/23 23:00,17.57,0,17.57,0,17.475,0
217,6/22/23 23:15,17.475,0,17.475,0,17.475,0
218,6/22/23 23:30,17.57,0,17.475,0,17.475,0
219,6/22/23 23:45,17.57,0,17.475,0,17.57,0
220,6/23/23 0:00,17.57,0,17.475,0,17.57,0
221,6/23/23 0:15,17.57,0,17.475,0,17.57,0
222,6/23/23 0:30,17.57,0,17.57,0,17.57,0
223,6/23/23 0:45,17.57,0,17.57,0,17.475,0
224,6/23/23 1:00,17.57,0,17.57,0,17.475,0
225,6/23/23 1:15,17.665,0,17.57,0,17.57,0
226,6/23/23 1:30,17.665,0,17.665,0,17.57,0
227,6/23/23 1:45,17.665,0,17.57,0,17.57,0
228,6/23/23 2:00,17.665,0,17.665,0,17.57,0
229,6/23/23 2:15,17.665,0,17.665,0,17.57,0
230,6/23/23 2:30,17.665,0,17.665,0,17.28388889,0
231,6/23/23 2:45,17.665,0,17.57,0,17.28388889,0
232,6/23/23 3:00,17.665,0,17.57,0,17.37888889,0
233,6/23/23 3:15,17.665,0,17.665,0,17.57,0
234,6/23/23 3:30,17.76,0,17.665,0,17.665,0
235,6/23/23 3:45,17.76,0,17.665,0,17.665,0
236,6/23/23 4:00,17.76,0,17.76,0,17.37888889,0
237,6/23/23 4:15,17.76,0,17.76,0,17.57,0
238,6/23/23 4:30,17.76,0,17.76,0,17.665,0
239,6/23/23 4:45,17.76,0,17.76,0,17.665,0
240,6/23/23 5:00,17.76,0,17.76,0,17.57,0
241,6/23/23 5:15,17.76,0,17.76,0,17.855,0
242,6/23/23 5:30,17.855,0,17.76,0,17.95,0
243,6/23/23 5:45,17.855,0,17.76,0,17.95,0
244,6/23/23 6:00,17.855,0,17.76,0,17.95,0
245,6/23/23 6:15,17.95,0,17.855,0,17.76,0
246,6/23/23 6:30,17.855,0,17.855,0,17.76,0
247,6/23/23 6:45,17.855,1,17.76,0,17.665,0
248,6/23/23 7:00,17.76,1,17.76,0,17.665,0
249,6/23/23 7:15,17.76,2,17.76,1,17.665,1
250,6/23/23 7:30,17.855,2,17.76,1,17.57,0
251,6/23/23 7:45,17.76,2,17.665,1,17.665,1
252,6/23/23 8:00,17.76,7,17.665,4,17.57,3
253,6/23/23 8:15,17.76,3,17.76,1,17.57,1
254,6/23/23 8:30,17.95,7,17.855,4,17.665,3
255,6/23/23 8:45,17.95,6,17.95,3,17.57,2
256,6/23/23 9:00,17.95,12,17.855,7,17.475,8
257,6/23/23 9:15,18.045,9,17.95,5,17.57,4
258,6/23/23 9:30,18.14,13,18.045,7,17.57,7
259,6/23/23 9:45,17.95,10,17.855,6,17.57,6
260,6/23/23 10:00,18.14,11,18.045,6,17.57,6
261,6/23/23 10:15,18.14,24,18.14,8,17.57,6
262,6/23/23 10:30,17.95,16,17.855,6,17.665,5
263,6/23/23 10:45,17.665,20,17.665,8,17.57,4
264,6/23/23 11:00,17.665,48,17.665,14,17.665,4
265,6/23/23 11:15,17.665,46,17.665,14,17.76,9
266,6/23/23 11:30,17.76,62,17.665,20,17.665,7
267,6/23/23 11:45,17.76,65,17.665,22,17.76,15
268,6/23/23 12:00,17.76,61,17.76,20,17.76,11
269,6/23/23 12:15,17.76,70,17.76,23,17.76,16
270,6/23/23 12:30,17.855,82,17.76,29,17.76,20
271,6/23/23 12:45,17.855,83,17.76,29,17.76,17
272,6/23/23 13:00,17.855,72,17.76,27,17.76,15
273,6/23/23 13:15,17.855,77,17.76,30,17.76,14
274,6/23/23 13:30,17.855,92,17.76,37,17.76,15
275,6/23/23 13:45,17.855,103,17.76,41,17.76,12
276,6/23/23 14:00,17.855,90,17.855,37,17.76,14
277,6/23/23 14:15,17.95,102,17.95,42,17.665,12
278,6/23/23 14:30,17.95,95,17.855,41,17.665,10
279,6/23/23 14:45,18.045,76,17.95,31,17.665,8
280,6/23/23 15:00,18.14,64,18.14,26,17.57,6
281,6/23/23 15:15,18.045,39,17.95,16,17.57,4
282,6/23/23 15:30,18.045,42,18.045,17,17.76,5
283,6/23/23 15:45,17.95,47,17.855,20,17.76,7
284,6/23/23 16:00,17.95,38,17.95,16,17.76,6
285,6/23/23 16:15,17.95,43,17.855,19,17.76,8
286,6/23/23 16:30,17.855,25,17.855,11,17.76,4
287,6/23/23 16:45,17.95,49,17.95,24,17.95,9
288,6/23/23 17:00,18.52111111,47,18.42611111,23,18.14,8
289,6/23/23 17:15,18.61611111,32,18.52111111,15,18.33111111,5
290,6/23/23 17:30,18.71111111,23,18.61611111,10,18.33111111,2
291,6/23/23 17:45,18.52111111,19,18.52111111,8,18.045,2
292,6/23/23 18:00,18.52111111,12,18.42611111,4,17.95,1
293,6/23/23 18:15,18.33111111,7,18.23611111,3,17.665,0
294,6/23/23 18:30,17.76,6,17.76,2,17.665,0
295,6/23/23 18:45,17.76,3,17.76,1,17.665,0
296,6/23/23 19:00,17.76,2,17.76,0,17.665,0
297,6/23/23 19:15,17.76,1,17.665,0,17.665,0
298,6/23/23 19:30,17.76,0,17.76,0,17.665,0
299,6/23/23 19:45,17.76,0,17.665,0,17.665,0
300,6/23/23 20:00,17.76,0,17.76,0,17.665,0
301,6/23/23 20:15,18.045,0,17.95,0,17.855,0
302,6/23/23 20:30,17.95,0,17.95,0,17.76,0
303,6/23/23 20:45,17.95,0,17.855,0,17.76,0
304,6/23/23 21:00,18.23611111,0,18.23611111,0,17.76,0
305,6/23/23 21:15,18.52111111,0,18.42611111,0,18.045,0
306,6/23/23 21:30,18.33111111,0,18.33111111,0,17.665,0
307,6/23/23 21:45,17.76,0,17.76,0,17.665,0
308,6/23/23 22:00,17.76,0,17.665,0,17.665,0
309,6/23/23 22:15,17.76,0,17.76,0,17.665,0
310,6/23/23 22:30,17.95,0,17.855,0,17.855,0
311,6/23/23 22:45,18.23611111,0,18.14,0,18.045,0
312,6/23/23 23:00,18.14,0,18.045,0,17.95,0
313,6/23/23 23:15,18.14,0,18.045,0,18.045,0
314,6/23/23 23:30,18.14,0,18.045,0,17.95,0
315,6/23/23 23:45,18.14,0,18.14,0,17.95,0
316,6/24/23 0:00,18.14,0,18.14,0,17.95,0
317,6/24/23 0:15,18.045,0,18.045,0,17.76,0
318,6/24/23 0:30,18.045,0,18.045,0,17.76,0
319,6/24/23 0:45,18.045,0,18.045,0,17.855,0
320,6/24/23 1:00,17.95,0,17.95,0,17.855,0
321,6/24/23 1:15,17.95,0,17.855,0,17.855,0
322,6/24/23 1:30,17.95,0,17.855,0,17.855,0
323,6/24/23 1:45,17.95,0,17.855,0,17.855,0
324,6/24/23 2:00,17.95,0,17.95,0,17.855,0
325,6/24/23 2:15,17.95,0,17.855,0,17.855,0
326,6/24/23 2:30,17.95,0,17.855,0,17.855,0
327,6/24/23 2:45,17.95,0,17.855,0,17.665,0
328,6/24/23 3:00,17.95,0,17.855,0,17.57,0
329,6/24/23 3:15,17.95,0,17.855,0,17.76,0
330,6/24/23 3:30,17.95,0,17.855,0,17.855,0
331,6/24/23 3:45,18.045,0,17.95,0,18.045,0
332,6/24/23 4:00,18.045,0,18.045,0,17.665,0
333,6/24/23 4:15,18.14,0,18.045,0,17.57,0
334,6/24/23 4:30,18.14,0,18.045,0,17.855,0
335,6/24/23 4:45,18.14,0,18.045,0,18.045,0
336,6/24/23 5:00,18.14,0,18.14,0,18.045,0
337,6/24/23 5:15,18.14,0,18.14,0,17.855,0
338,6/24/23 5:30,18.14,0,18.045,0,17.95,0
339,6/24/23 5:45,18.23611111,0,18.14,0,17.76,0
340,6/24/23 6:00,17.95,0,17.95,0,17.665,0
341,6/24/23 6:15,17.855,0,17.855,0,17.76,0
342,6/24/23 6:30,17.76,1,17.76,1,17.855,0
343,6/24/23 6:45,17.855,1,17.855,0,17.76,0
344,6/24/23 7:00,17.855,1,17.855,0,17.855,0
345,6/24/23 7:15,17.95,2,17.855,1,17.855,0
346,6/24/23 7:30,17.95,3,17.855,2,17.76,0
347,6/24/23 7:45,17.95,3,17.855,2,17.76,0
348,6/24/23 8:00,17.95,1,17.855,0,17.76,0
349,6/24/23 8:15,17.855,1,17.855,1,17.76,0
350,6/24/23 8:30,17.855,1,17.855,1,17.855,0
351,6/24/23 8:45,18.045,2,17.95,1,17.855,0
352,6/24/23 9:00,18.23611111,2,18.14,1,17.95,1
353,6/24/23 9:15,18.23611111,3,18.14,2,17.76,1
354,6/24/23 9:30,18.14,4,18.045,2,17.76,0
355,6/24/23 9:45,18.045,4,17.95,2,17.76,1
356,6/24/23 10:00,18.045,2,17.95,2,17.76,0
357,6/24/23 10:15,18.045,1,18.045,1,17.76,0
358,6/24/23 10:30,17.855,2,17.855,1,17.76,0
359,6/24/23 10:45,17.855,2,17.76,1,17.76,1
360,6/24/23 11:00,17.855,4,17.76,3,17.76,2
361,6/24/23 11:15,17.95,6,17.855,5,17.76,3
362,6/24/23 11:30,18.14,4,18.14,4,17.855,2
363,6/24/23 11:45,18.23611111,10,18.14,9,17.76,3
364,6/24/23 12:00,18.045,7,17.95,6,17.76,3
365,6/24/23 12:15,17.95,9,17.855,9,17.76,4
366,6/24/23 12:30,17.855,5,17.855,4,17.76,4
367,6/24/23 12:45,17.855,3,17.855,2,18.045,1
368,6/24/23 13:00,18.14,17,18.045,14,18.045,11
369,6/24/23 13:15,18.52111111,23,18.42611111,18,18.14,15
370,6/24/23 13:30,18.33111111,17,18.23611111,12,18.14,12
371,6/24/23 13:45,18.23611111,18,18.14,14,18.045,9
372,6/24/23 14:00,18.14,14,18.14,11,18.045,7
373,6/24/23 14:15,18.14,10,18.14,8,18.045,5
374,6/24/23 14:30,18.14,10,18.14,8,17.855,3
375,6/24/23 14:45,17.95,11,17.855,9,17.76,4
376,6/24/23 15:00,17.855,9,17.76,8,17.76,4
377,6/24/23 15:15,17.855,12,17.855,11,17.76,8
378,6/24/23 15:30,17.855,19,17.855,20,17.95,13
379,6/24/23 15:45,18.23611111,12,18.14,12,18.045,7
380,6/24/23 16:00,18.42611111,14,18.33111111,14,17.95,10
381,6/24/23 16:15,18.42611111,16,18.33111111,18,18.045,11
382,6/24/23 16:30,18.23611111,6,18.14,6,17.95,5
383,6/24/23 16:45,18.045,5,18.045,6,17.95,4
384,6/24/23 17:00,18.045,4,18.045,4,17.855,3
385,6/24/23 17:15,18.045,2,18.045,3,18.045,2
386,6/24/23 17:30,18.14,1,18.045,2,17.95,1
387,6/24/23 17:45,18.14,2,18.14,2,17.95,1
388,6/24/23 18:00,18.14,1,18.045,1,17.855,1
389,6/24/23 18:15,17.95,1,17.95,1,18.045,1
390,6/24/23 18:30,18.14,1,18.045,2,18.14,1
391,6/24/23 18:45,18.33111111,1,18.23611111,1,18.33111111,1
392,6/24/23 19:00,18.42611111,1,18.42611111,1,17.855,0
393,6/24/23 19:15,18.23611111,0,18.23611111,0,17.76,0
394,6/24/23 19:30,17.95,0,17.95,0,17.665,0
395,6/24/23 19:45,17.95,0,17.855,0,17.665,0
396,6/24/23 20:00,17.855,0,17.855,0,17.665,0
397,6/24/23 20:15,17.855,0,17.855,0,17.855,0
398,6/24/23 20:30,17.855,0,17.855,0,17.95,0
399,6/24/23 20:45,18.33111111,0,18.33111111,0,17.855,0
400,6/24/23 21:00,18.42611111,0,18.42611111,0,17.95,0
401,6/24/23 21:15,18.23611111,0,18.23611111,0,17.95,0
402,6/24/23 21:30,18.045,0,18.045,0,17.855,0
403,6/24/23 21:45,18.045,0,17.95,0,17.855,0
404,6/24/23 22:00,17.95,0,17.95,0,17.855,0
405,6/24/23 22:15,17.95,0,17.95,0,17.76,0
406,6/24/23 22:30,17.95,0,17.95,0,17.76,0
407,6/24/23 22:45,17.95,0,17.855,0,17.76,0
408,6/24/23 23:00,18.045,0,17.95,0,17.76,0
409,6/24/23 23:15,18.42611111,0,18.42611111,0,17.76,0
410,6/24/23 23:30,18.33111111,0,18.33111111,0,17.76,0
411,6/24/23 23:45,18.42611111,0,18.42611111,0,17.76,0
412,6/25/23 0:00,18.52111111,0,18.52111111,0,17.95,0
413,6/25/23 0:15,18.61611111,0,18.52111111,0,18.14,0
414,6/25/23 0:30,18.23611111,0,18.14,0,18.14,0
415,6/25/23 0:45,18.23611111,0,18.14,0,18.14,0
416,6/25/23 1:00,18.23611111,0,18.14,0,18.045,0
417,6/25/23 1:15,18.23611111,0,18.23611111,0,18.045,0
418,6/25/23 1:30,18.14,0,18.14,0,18.045,0
419,6/25/23 1:45,18.14,0,18.14,0,18.045,0
420,6/25/23 2:00,18.045,0,18.045,0,17.95,0
421,6/25/23 2:15,18.045,0,17.95,0,17.95,0
422,6/25/23 2:30,18.045,0,18.045,0,17.855,0
423,6/25/23 2:45,18.045,0,18.045,0,17.855,0
424,6/25/23 3:00,18.045,0,17.95,0,17.855,0
425,6/25/23 3:15,17.95,0,17.95,0,17.855,0
426,6/25/23 3:30,18.045,0,17.95,0,17.855,0
427,6/25/23 3:45,17.95,0,17.95,0,17.76,0
428,6/25/23 4:00,17.95,0,17.95,0,17.76,0
429,6/25/23 4:15,18.045,0,18.045,0,17.855,0
430,6/25/23 4:30,18.23611111,0,18.14,0,17.855,0
431,6/25/23 4:45,18.33111111,0,18.23611111,0,18.045,0
432,6/25/23 5:00,18.23611111,0,18.23611111,0,18.14,0
433,6/25/23 5:15,18.33111111,0,18.23611111,0,18.14,0
434,6/25/23 5:30,18.23611111,0,18.23611111,0,18.14,0
435,6/25/23 5:45,18.23611111,0,18.23611111,0,18.14,0
436,6/25/23 6:00,18.23611111,0,18.23611111,0,18.14,0
437,6/25/23 6:15,18.33111111,0,18.23611111,0,17.95,0
438,6/25/23 6:30,18.33111111,0,18.23611111,0,17.855,0
439,6/25/23 6:45,18.23611111,0,18.14,1,17.95,0
440,6/25/23 7:00,18.33111111,0,18.23611111,1,17.76,0
441,6/25/23 7:15,18.33111111,1,18.23611111,1,17.855,0
442,6/25/23 7:30,18.33111111,2,18.33111111,2,17.76,0
443,6/25/23 7:45,18.045,2,17.95,2,17.76,1
444,6/25/23 8:00,17.855,1,17.855,1,17.855,1
