datetime,temp.a,light.a,temp.b,light.b,temp.c,light.c
7/2/23 1:15,66.879,0,66.708,0,66.708,0
7/2/23 1:30,66.879,0,66.879,0,67.221,0
7/2/23 1:45,67.05,0,67.05,0,67.392,0
7/2/23 2:00,67.05,0,67.05,0,65.338,0
7/2/23 2:15,67.221,0,67.221,0,66.708,0
7/2/23 2:30,67.221,0,67.05,0,65.68,0
7/2/23 2:45,66.366,0,66.366,0,65.509,0
7/2/23 3:00,65.851,0,65.68,0,65.338,0
7/2/23 3:15,65.509,0,65.338,0,65.338,0
7/2/23 3:30,65.68,0,65.68,0,65.167,0
7/2/23 3:45,65.851,0,65.851,0,65.851,0
7/2/23 4:00,67.221,0,67.221,0,65.68,0
7/2/23 4:15,66.879,0,66.708,0,65.851,0
7/2/23 4:30,66.366,0,66.366,0,66.022,0
7/2/23 4:45,66.193,0,66.022,0,65.509,0
7/2/23 5:00,67.221,0,67.05,0,66.022,0
7/2/23 5:15,67.392,0,67.392,0,65.509,0
7/2/23 5:30,66.879,0,66.708,0,65.338,0
7/2/23 5:45,65.68,0,65.68,0,65.851,0
7/2/23 6:00,66.022,0,65.851,0,65.509,0
7/2/23 6:15,66.193,0,66.022,0,65.509,0
7/2/23 6:30,66.022,0,66.022,0,65.167,0
7/2/23 6:45,66.022,0,65.851,0,67.906,0
7/2/23 7:00,66.022,1,65.851,1,68.077,1
7/2/23 7:15,67.05,1,66.879,1,67.906,1
7/2/23 7:30,67.564,3,67.392,3,67.906,2
7/2/23 7:45,67.735,4,67.564,4,67.735,2
7/2/23 8:00,67.735,8,67.735,8,65.167,1
7/2/23 8:15,65.68,3,65.509,3,64.996,1
7/2/23 8:30,64.996,2,64.996,3,64.825,1
7/2/23 8:45,65.68,1,65.68,2,65.167,0
7/2/23 9:00,66.193,4,66.193,5,64.139,0
7/2/23 9:15,66.708,3,66.537,4,63.968,0
7/2/23 9:30,65.851,3,65.509,3,63.797,0
7/2/23 9:45,67.05,3,67.05,4,65.509,1
7/2/23 10:00,67.05,4,67.05,5,65.338,2
7/2/23 10:15,67.221,5,67.05,6,66.366,2
7/2/23 10:30,67.221,5,67.05,6,64.996,0
7/2/23 10:45,65.338,7,65.167,9,64.996,2
7/2/23 11:00,65.509,8,65.338,9,65.509,4
7/2/23 11:15,66.366,8,66.193,9,66.022,3
7/2/23 11:30,66.879,10,66.708,12,66.879,5
7/2/23 11:45,67.221,13,66.879,16,67.221,6
7/2/23 12:00,67.221,23,67.05,29,67.221,9
7/2/23 12:15,67.392,17,67.392,21,67.392,5
7/2/23 12:30,67.906,21,67.735,27,67.564,8
7/2/23 12:45,68.077,17,67.906,21,66.366,5
7/2/23 13:00,68.248,20,68.077,26,66.022,5
7/2/23 13:15,68.421,8,68.248,10,66.366,2
7/2/23 13:30,67.906,11,67.906,15,66.366,5
7/2/23 13:45,67.735,11,67.564,15,67.392,4
7/2/23 14:00,67.564,3,67.564,5,67.392,0
7/2/23 14:15,67.564,5,67.392,7,66.193,1
7/2/23 14:30,66.708,0,66.537,1,66.366,0
7/2/23 14:45,66.879,5,66.879,8,68.592,5
7/2/23 15:00,67.05,4,67.05,7,69.107,5
7/2/23 15:15,68.077,5,67.906,9,69.107,8
7/2/23 15:30,68.763,6,69.107,12,69.449,10
7/2/23 15:45,68.592,9,68.592,16,69.449,18
7/2/23 16:00,68.934,8,68.934,15,69.278,13
7/2/23 16:15,69.107,13,69.107,22,68.934,20
7/2/23 16:30,69.278,10,69.278,17,68.248,13
7/2/23 16:45,69.107,8,68.934,15,68.592,12
7/2/23 17:00,68.592,6,68.421,12,68.934,11
7/2/23 17:15,68.763,4,68.592,9,69.107,10
7/2/23 17:30,69.449,5,69.449,12,69.622,8
7/2/23 17:45,69.278,2,69.278,5,69.622,5
7/2/23 18:00,69.278,2,69.278,5,69.964,4
7/2/23 18:15,69.622,2,69.449,4,67.735,2
7/2/23 18:30,68.763,0,68.763,1,69.107,0
7/2/23 18:45,68.077,1,68.077,2,69.793,1
7/2/23 19:00,69.793,1,69.622,2,68.934,1
7/2/23 19:15,69.449,0,69.278,0,68.248,0
7/2/23 19:30,68.763,0,68.763,0,69.449,0
7/2/23 19:45,68.763,0,68.763,0,69.622,0
7/2/23 20:00,69.278,0,69.278,0,69.622,0
7/2/23 20:15,69.278,0,69.107,0,65.851,0
7/2/23 20:30,68.934,0,68.763,0,65.68,0
7/2/23 20:45,68.934,0,68.763,0,66.879,0
7/2/23 21:00,69.449,0,68.934,0,67.392,0
7/2/23 21:15,67.906,0,67.564,0,66.537,0
7/2/23 21:30,68.763,0,68.592,0,68.421,0
7/2/23 21:45,68.592,0,68.592,0,67.906,0
7/2/23 22:00,68.421,0,68.248,0,66.193,0
7/2/23 22:15,67.05,0,66.879,0,66.708,0
7/2/23 22:30,67.735,0,67.564,0,66.537,0
7/2/23 22:45,67.564,0,67.392,0,66.708,0
7/2/23 23:00,67.564,0,67.564,0,66.708,0
7/2/23 23:15,67.05,0,67.05,0,66.708,0
7/2/23 23:30,67.05,0,66.879,0,66.879,0
7/2/23 23:45,67.05,0,67.05,0,66.537,0
7/3/23 0:00,67.05,0,66.879,0,66.366,0
7/3/23 0:15,66.879,0,66.708,0,66.708,0
7/3/23 0:30,67.05,0,66.879,0,66.366,0
7/3/23 0:45,66.879,0,66.708,0,66.022,0
7/3/23 1:00,66.879,0,66.708,0,66.537,0
7/3/23 1:15,67.221,0,67.05,0,66.537,0
7/3/23 1:30,67.564,0,67.392,0,67.221,0
7/3/23 1:45,67.392,0,67.392,0,67.05,0
7/3/23 2:00,67.392,0,67.392,0,66.537,0
7/3/23 2:15,67.05,0,67.05,0,66.366,0
7/3/23 2:30,67.05,0,66.879,0,66.022,0
7/3/23 2:45,66.537,0,66.537,0,67.392,0
7/3/23 3:00,66.708,0,66.537,0,66.879,0
7/3/23 3:15,66.879,0,66.708,0,67.564,0
7/3/23 3:30,67.221,0,67.221,0,67.564,0
7/3/23 3:45,67.392,0,67.392,0,66.366,0
7/3/23 4:00,67.564,0,67.564,0,66.193,0
7/3/23 4:15,67.221,0,67.05,0,66.193,0
7/3/23 4:30,66.879,0,66.708,0,67.564,0
7/3/23 4:45,67.221,0,67.05,0,67.221,0
7/3/23 5:00,67.735,0,67.564,0,66.708,0
7/3/23 5:15,67.735,0,67.564,0,66.022,0
7/3/23 5:30,67.735,0,67.564,0,65.338,0
7/3/23 5:45,66.879,0,66.879,0,65.338,0
7/3/23 6:00,66.366,0,66.366,0,65.509,0
7/3/23 6:15,66.366,0,66.366,0,65.509,0
7/3/23 6:30,66.366,0,66.366,0,64.996,0
7/3/23 6:45,66.022,0,66.022,0,65.338,0
7/3/23 7:00,66.022,0,65.851,0,65.338,0
7/3/23 7:15,65.851,0,65.851,0,64.996,0
7/3/23 7:30,65.851,0,65.851,0,64.825,0
7/3/23 7:45,65.851,0,65.68,0,64.996,0
7/3/23 8:00,65.68,0,65.509,0,65.851,0
7/3/23 8:15,65.509,0,65.338,0,66.366,0
7/3/23 8:30,65.68,0,65.68,2,67.221,2
7/3/23 8:45,66.537,2,66.537,7,67.05,3
7/3/23 9:00,66.879,3,66.708,8,67.05,4
7/3/23 9:15,67.392,4,67.221,10,67.392,5
7/3/23 9:30,67.564,7,67.564,16,66.193,4
7/3/23 9:45,67.735,4,67.564,11,64.996,4
7/3/23 10:00,67.05,4,66.879,11,64.652,3
7/3/23 10:15,66.022,6,65.509,16,64.31,5
7/3/23 10:30,64.996,19,64.825,12,65.167,6
7/3/23 10:45,65.68,28,65.68,17,65.68,6
7/3/23 11:00,65.68,30,65.509,19,65.509,8
7/3/23 11:15,65.68,35,65.68,21,65.851,9
7/3/23 11:30,67.564,21,67.392,15,67.05,5
7/3/23 11:45,67.735,21,67.564,15,66.708,3
7/3/23 12:00,67.05,55,66.879,36,66.366,9
7/3/23 12:15,66.708,52,66.537,35,66.366,11
7/3/23 12:30,66.537,16,66.366,12,66.366,4
7/3/23 12:45,66.537,28,66.537,20,66.537,11
7/3/23 13:00,67.221,64,67.221,45,66.708,10
7/3/23 13:15,66.879,36,66.879,26,66.708,7
7/3/23 13:30,67.221,37,67.05,31,66.193,5
7/3/23 13:45,67.221,32,67.05,26,66.022,5
7/3/23 14:00,66.708,24,66.537,19,66.366,4
7/3/23 14:15,66.708,20,66.708,16,66.879,6
7/3/23 14:30,66.879,14,66.879,11,67.05,1
7/3/23 14:45,66.879,31,66.708,27,67.392,8
7/3/23 15:00,67.392,26,67.221,23,68.421,5
7/3/23 15:15,67.906,24,67.906,23,68.248,4
7/3/23 15:30,68.934,16,68.763,15,66.366,1
7/3/23 15:45,67.221,8,67.05,7,67.735,1
7/3/23 16:00,67.564,12,67.564,12,68.248,3
7/3/23 16:15,67.906,5,67.735,5,67.906,3
7/3/23 16:30,67.735,10,67.735,14,67.392,5
7/3/23 16:45,67.735,9,67.735,12,67.221,1
7/3/23 17:00,67.735,2,67.564,4,65.68,1
7/3/23 17:15,66.022,2,65.851,3,65.509,0
7/3/23 17:30,65.851,1,65.68,2,65.68,0
7/3/23 17:45,65.851,3,65.851,5,65.338,0
7/3/23 18:00,65.851,2,65.68,3,65.68,0
7/3/23 18:15,65.851,1,65.68,2,65.68,0
7/3/23 18:30,65.851,1,65.68,2,65.851,0
7/3/23 18:45,65.851,1,65.68,2,65.851,0
7/3/23 19:00,66.022,0,65.851,0,65.68,0
7/3/23 19:15,66.022,0,65.851,0,65.68,0
7/3/23 19:30,66.022,0,66.022,0,65.851,0
7/3/23 19:45,66.022,0,66.022,0,65.851,0
7/3/23 20:00,66.022,0,66.022,0,65.851,0
7/3/23 20:15,66.022,0,66.022,0,65.68,0
7/3/23 20:30,66.193,0,66.022,0,65.851,0
7/3/23 20:45,66.193,0,66.022,0,65.851,0
7/3/23 21:00,66.193,0,66.022,0,66.537,0
7/3/23 21:15,66.879,0,66.708,0,67.221,0
7/3/23 21:30,67.564,0,67.564,0,66.537,0
7/3/23 21:45,67.735,0,67.735,0,66.537,0
7/3/23 22:00,66.537,0,66.537,0,65.851,0
7/3/23 22:15,66.366,0,66.193,0,64.996,0
7/3/23 22:30,65.68,0,65.509,0,65.167,0
7/3/23 22:45,65.167,0,64.996,0,64.652,0
7/3/23 23:00,65.167,0,64.996,0,65.338,0
7/3/23 23:15,65.338,0,65.338,0,65.338,0
7/3/23 23:30,65.509,0,65.338,0,66.366,0
7/3/23 23:45,65.68,0,65.68,0,66.708,0
7/4/23 0:00,66.537,0,66.193,0,66.708,0
7/4/23 0:15,67.05,0,66.879,0,66.366,0
7/4/23 0:30,67.05,0,66.879,0,66.366,0
7/4/23 0:45,66.708,0,66.537,0,66.022,0
7/4/23 1:00,66.366,0,66.366,0,66.022,0
7/4/23 1:15,66.366,0,66.366,0,66.708,0
7/4/23 1:30,66.879,0,66.879,0,66.879,0
7/4/23 1:45,67.05,0,67.05,0,66.879,0
7/4/23 2:00,67.392,0,67.221,0,66.879,0
7/4/23 2:15,67.392,0,67.221,0,66.708,0
7/4/23 2:30,67.221,0,67.221,0,66.537,0
7/4/23 2:45,67.221,0,67.05,0,66.537,0
7/4/23 3:00,67.221,0,67.05,0,66.537,0
7/4/23 3:15,66.879,0,66.708,0,66.537,0
7/4/23 3:30,66.879,0,66.879,0,67.221,0
7/4/23 3:45,66.879,0,66.708,0,67.05,0
7/4/23 4:00,67.392,0,67.221,0,67.564,0
7/4/23 4:15,67.906,0,67.735,0,67.564,0
7/4/23 4:30,67.906,0,67.906,0,67.564,0
7/4/23 4:45,67.735,0,67.735,0,67.392,0
7/4/23 5:00,67.735,0,67.735,0,67.05,0
7/4/23 5:15,67.564,0,67.392,0,67.564,0
7/4/23 5:30,67.906,0,67.735,0,66.193,0
7/4/23 5:45,67.906,0,67.735,0,66.193,0
7/4/23 6:00,67.392,0,67.392,0,66.537,0
7/4/23 6:15,67.221,0,67.05,0,66.708,0
7/4/23 6:30,66.879,0,66.879,0,66.537,0
7/4/23 6:45,67.05,0,66.879,0,67.05,0
7/4/23 7:00,67.05,0,66.879,0,68.421,0
7/4/23 7:15,67.392,0,67.392,0,68.077,0
7/4/23 7:30,67.906,1,67.906,1,68.248,0
7/4/23 7:45,68.077,0,67.906,0,68.421,0
7/4/23 8:00,68.248,0,68.077,1,68.592,1
7/4/23 8:15,68.248,2,68.248,3,68.592,4
7/4/23 8:30,68.421,1,68.248,2,68.592,4
7/4/23 8:45,68.421,4,68.421,6,68.934,10
7/4/23 9:00,68.421,5,68.421,7,69.107,9
7/4/23 9:15,68.592,4,68.421,7,69.107,9
7/4/23 9:30,68.592,4,68.592,7,68.763,8
7/4/23 9:45,68.592,0,68.592,0,68.592,1
7/4/23 10:00,66.879,0,66.708,0,65.509,0
7/4/23 10:15,67.392,0,67.392,1,66.879,0
7/4/23 10:30,67.392,0,67.221,1,65.338,0
7/4/23 10:45,65.338,1,65.167,2,64.652,0
7/4/23 11:00,65.167,3,64.996,5,65.68,1
7/4/23 11:15,65.851,6,65.68,8,66.193,1
7/4/23 11:30,66.366,35,66.193,45,66.537,15
7/4/23 11:45,66.879,6,66.708,9,67.906,3
7/4/23 12:00,67.392,25,67.221,35,67.392,10
7/4/23 12:15,68.248,21,68.077,30,66.537,6
7/4/23 12:30,67.906,21,67.906,33,66.708,8
7/4/23 12:45,67.05,30,67.05,45,67.05,11
7/4/23 13:00,67.221,37,67.221,60,66.537,13
7/4/23 13:15,67.221,30,67.05,49,66.708,9
7/4/23 13:30,67.392,40,67.221,68,67.05,13
7/4/23 13:45,68.077,39,67.735,68,67.906,10
7/4/23 14:00,68.592,16,68.421,27,67.05,4
7/4/23 14:15,68.592,20,68.421,32,67.906,9
7/4/23 14:30,69.107,16,69.107,26,66.879,4
7/4/23 14:45,69.622,23,69.449,40,66.879,6
7/4/23 15:00,67.392,11,67.221,22,66.708,2
7/4/23 15:15,67.906,8,67.564,14,67.906,2
7/4/23 15:30,68.592,1,68.421,3,68.421,0
7/4/23 15:45,68.934,3,68.763,6,68.421,1
7/4/23 16:00,68.934,3,68.934,5,67.735,0
7/4/23 16:15,68.934,0,68.934,0,67.564,0
7/4/23 16:30,68.077,0,67.906,0,67.05,0
7/4/23 16:45,67.564,0,67.392,0,67.392,0
7/4/23 17:00,67.735,0,67.564,0,67.735,0
7/4/23 17:15,68.248,0,68.077,0,68.077,0
7/4/23 17:30,68.248,0,68.077,0,68.077,0
7/4/23 17:45,68.248,0,68.077,1,68.077,0
7/4/23 18:00,68.248,0,68.077,1,68.248,0
7/4/23 18:15,68.248,0,68.248,0,68.421,0
7/4/23 18:30,68.248,0,68.248,0,65.851,0
7/4/23 18:45,68.248,0,68.248,0,65.509,0
7/4/23 19:00,68.421,0,68.248,0,65.338,0
7/4/23 19:15,67.221,0,67.05,0,66.537,0
7/4/23 19:30,68.421,0,68.248,0,66.022,0
7/4/23 19:45,66.879,0,66.708,0,65.851,0
7/4/23 20:00,66.879,0,66.708,0,66.193,0
7/4/23 20:15,67.564,0,67.564,0,68.077,0
7/4/23 20:30,67.735,0,67.564,0,69.449,0
7/4/23 20:45,68.421,0,68.248,0,68.763,0
7/4/23 21:00,68.592,0,68.592,0,68.763,0
7/4/23 21:15,68.934,0,68.763,0,69.449,0
7/4/23 21:30,68.934,0,68.934,0,69.622,0
7/4/23 21:45,69.107,0,68.934,0,69.622,0
7/4/23 22:00,69.449,0,69.278,0,69.449,0
7/4/23 22:15,68.248,0,67.735,0,65.851,0
7/4/23 22:30,66.879,0,66.708,0,66.193,0
7/4/23 22:45,67.05,0,67.05,0,65.509,0
7/4/23 23:00,65.68,0,65.68,0,65.509,0
7/4/23 23:15,66.193,0,66.022,0,65.851,0
7/4/23 23:30,66.193,0,66.022,0,66.022,0
7/4/23 23:45,66.537,0,66.537,0,66.708,0
7/5/23 0:00,67.906,0,67.735,0,65.851,0
7/5/23 0:15,68.421,0,68.421,0,67.221,0
7/5/23 0:30,68.421,0,68.421,0,66.879,0
7/5/23 0:45,67.392,0,67.221,0,66.537,0
7/5/23 1:00,66.879,0,66.879,0,66.537,0
7/5/23 1:15,66.879,0,66.708,0,66.879,0
7/5/23 1:30,66.879,0,66.708,0,67.05,0
7/5/23 1:45,68.248,0,67.392,0,68.077,0
7/5/23 2:00,68.248,0,67.906,0,67.906,0
7/5/23 2:15,68.934,0,68.763,0,68.421,0
7/5/23 2:30,69.107,0,69.107,0,67.392,0
7/5/23 2:45,69.107,0,69.107,0,67.564,0
7/5/23 3:00,68.248,0,68.077,0,66.879,0
7/5/23 3:15,67.735,0,67.564,0,67.906,0
7/5/23 3:30,67.564,0,67.564,0,67.735,0
7/5/23 3:45,68.077,0,68.077,0,67.735,0
7/5/23 4:00,68.592,0,68.421,0,67.392,0
7/5/23 4:15,68.592,0,68.421,0,68.248,0
7/5/23 4:30,68.934,0,68.763,0,68.592,0
7/5/23 4:45,69.107,0,68.934,0,68.077,0
7/5/23 5:00,68.934,0,68.934,0,68.592,0
7/5/23 5:15,68.934,0,68.934,0,67.564,0
7/5/23 5:30,68.934,0,68.934,0,67.735,0
7/5/23 5:45,68.248,0,68.077,0,67.564,0
7/5/23 6:00,68.248,0,68.248,0,68.248,0
7/5/23 6:15,68.421,0,68.421,0,66.879,0
7/5/23 6:30,68.248,0,68.077,0,67.05,0
7/5/23 6:45,67.906,0,67.735,0,67.05,0
7/5/23 7:00,68.763,0,68.421,1,66.537,0
7/5/23 7:15,67.735,0,67.564,1,65.851,0
7/5/23 7:30,66.708,0,66.708,0,66.022,0
7/5/23 7:45,66.708,0,66.537,1,66.366,0
7/5/23 8:00,66.708,0,66.708,0,66.366,0
7/5/23 8:15,66.708,0,66.708,1,66.537,0
7/5/23 8:30,66.708,0,66.708,1,67.221,0
7/5/23 8:45,66.879,1,66.879,4,68.592,1
7/5/23 9:00,67.735,3,67.564,6,65.509,0
7/5/23 9:15,67.05,5,66.879,11,65.509,0
7/5/23 9:30,66.708,1,66.537,4,68.934,2
7/5/23 9:45,67.906,7,67.906,13,69.449,10
7/5/23 11:30,65.851,69,65.68,23,65.338,5
7/5/23 11:45,65.68,96,65.68,28,65.338,7
7/5/23 12:00,67.05,104,67.05,31,66.537,11
7/5/23 12:15,68.248,111,68.077,32,67.906,10
7/5/23 12:30,68.248,126,68.248,37,67.392,8
7/5/23 12:45,68.421,108,68.248,29,66.366,7
7/5/23 13:00,67.564,94,67.392,28,66.193,9
7/5/23 13:15,67.05,94,66.879,27,66.537,10
7/5/23 13:30,67.05,127,66.879,36,68.077,15
7/5/23 13:45,67.906,144,67.735,39,67.735,14
7/5/23 14:00,68.763,152,68.592,42,67.906,18
7/5/23 14:15,68.934,168,68.934,45,68.248,18
7/5/23 14:30,68.934,184,68.763,50,67.906,18
7/5/23 14:45,69.107,200,68.934,54,68.763,15
7/5/23 15:00,69.622,160,69.449,44,69.449,17
7/5/23 15:15,70.308,128,70.137,35,68.248,10
7/5/23 15:30,69.964,114,69.964,32,67.735,10
7/5/23 15:45,70.308,111,70.308,30,68.934,10
7/5/23 16:00,70.308,95,70.137,26,69.793,9
7/5/23 16:15,70.824,87,70.651,24,68.934,7
7/5/23 16:30,70.137,67,69.964,19,69.449,6
7/5/23 16:45,70.137,50,69.964,14,67.906,1
7/5/23 17:00,68.248,41,67.906,11,66.879,0
7/5/23 17:15,67.05,14,66.879,3,67.05,0
7/5/23 17:30,67.906,36,67.392,10,66.537,1
7/5/23 17:45,71.339,28,71.339,7,70.308,1
7/5/23 18:00,70.824,18,70.824,5,68.421,1
7/5/23 18:15,70.137,16,69.964,4,68.592,0
7/5/23 18:30,69.793,13,69.793,3,69.107,0
7/5/23 18:45,69.449,8,69.278,2,68.421,0
7/5/23 19:00,69.107,4,68.934,0,69.107,0
7/5/23 19:15,68.934,4,68.934,0,69.449,0
7/5/23 19:30,69.107,2,68.934,0,69.622,0
7/5/23 19:45,69.107,1,69.107,0,69.449,0
7/5/23 20:00,69.278,0,69.278,0,65.68,0
7/5/23 20:15,66.708,0,66.708,0,66.193,0
7/5/23 20:30,67.221,0,67.05,0,66.193,0
7/5/23 20:45,67.05,0,67.05,0,66.193,0
7/5/23 21:00,66.879,0,66.708,0,66.537,0
7/5/23 21:15,66.879,0,66.708,0,66.193,0
7/5/23 21:30,66.708,0,66.537,0,66.537,0
7/5/23 21:45,66.708,0,66.708,0,67.564,0
7/5/23 22:00,67.05,0,66.879,0,69.107,0
7/5/23 22:15,68.421,0,68.421,0,68.934,0
7/5/23 22:30,68.934,0,68.763,0,69.278,0
7/5/23 22:45,69.107,0,69.107,0,69.107,0
7/5/23 23:00,69.107,0,69.107,0,66.022,0
7/5/23 23:15,66.708,0,66.537,0,65.851,0
7/5/23 23:30,66.193,0,66.022,0,65.68,0
7/5/23 23:45,66.193,0,66.022,0,65.68,0
7/6/23 0:00,67.221,0,67.05,0,65.338,0
7/6/23 0:15,66.193,0,66.022,0,64.996,0
7/6/23 0:30,66.537,0,66.366,0,67.735,0
7/6/23 0:45,68.077,0,68.077,0,66.366,0
7/6/23 1:00,68.077,0,67.735,0,66.879,0
7/6/23 1:15,67.05,0,66.879,0,67.564,0
7/6/23 1:30,67.735,0,67.735,0,66.879,0
7/6/23 1:45,67.221,0,67.05,0,66.879,0
7/6/23 2:00,67.221,0,67.05,0,68.077,0
7/6/23 2:15,67.392,0,67.221,0,67.392,0
7/6/23 2:30,67.564,0,67.392,0,67.05,0
7/6/23 2:45,67.735,0,67.564,0,67.05,0
7/6/23 3:00,67.564,0,67.564,0,67.392,0
7/6/23 3:15,67.735,0,67.735,0,66.708,0
7/6/23 3:30,67.564,0,67.392,0,66.879,0
7/6/23 3:45,67.564,0,67.392,0,66.879,0
7/6/23 4:00,67.735,0,67.735,0,67.735,0
7/6/23 4:15,68.248,0,68.248,0,67.221,0
7/6/23 4:30,68.421,0,68.248,0,67.05,0
7/6/23 4:45,67.564,0,67.392,0,67.392,0
7/6/23 5:00,67.392,0,67.221,0,67.735,0
7/6/23 5:15,67.392,0,67.221,0,67.735,0
7/6/23 5:30,67.564,0,67.392,0,67.564,0
7/6/23 5:45,67.735,1,67.564,0,68.077,0
7/6/23 6:00,67.906,3,67.735,0,68.077,0
7/6/23 6:15,68.248,6,68.077,1,67.735,0
7/6/23 6:30,68.421,8,68.248,2,68.248,0
7/6/23 6:45,68.763,9,68.592,3,67.05,1
7/6/23 7:00,68.763,11,68.763,3,67.221,1
7/6/23 7:15,68.934,14,68.934,4,67.05,1
7/6/23 7:30,68.592,12,68.421,4,66.193,2
7/6/23 7:45,66.879,15,66.708,5,66.537,3
7/6/23 8:00,67.221,18,67.221,6,66.193,0
7/6/23 8:15,67.05,20,66.879,7,65.68,0
7/6/23 8:30,66.708,18,66.537,6,66.022,0
7/6/23 8:45,66.537,19,66.537,6,66.193,1
7/6/23 9:00,66.708,17,66.537,6,66.193,0
7/6/23 9:15,66.708,16,66.537,6,66.022,0
7/6/23 9:30,66.708,17,66.537,6,65.851,0
7/6/23 9:45,66.708,23,66.537,9,66.708,3
7/6/23 10:00,66.537,29,66.537,11,67.05,4
7/6/23 10:15,66.708,34,66.537,13,65.509,5
7/6/23 10:30,67.05,44,67.05,18,65.509,9
7/6/23 10:45,66.193,46,66.193,15,65.338,14
7/6/23 11:00,67.221,63,67.221,23,66.708,20
7/6/23 11:15,67.735,94,67.564,26,67.392,20
7/6/23 11:30,68.077,103,68.077,28,66.022,12
7/6/23 11:45,66.193,91,66.193,27,65.851,16
7/6/23 12:00,66.537,98,66.366,30,66.366,18
7/6/23 12:15,66.537,107,66.366,32,65.851,16
7/6/23 12:30,66.022,97,66.022,28,65.509,13
7/6/23 12:45,66.022,119,65.851,35,65.68,17
7/6/23 13:00,66.022,116,65.851,35,66.022,19
7/6/23 13:15,66.366,136,66.193,42,66.193,22
7/6/23 13:30,66.366,122,66.193,38,67.564,17
7/6/23 13:45,67.906,115,67.735,36,67.564,15
7/6/23 14:00,67.735,104,67.735,35,67.221,14
7/6/23 14:15,67.906,102,67.906,35,67.05,14
7/6/23 14:30,67.735,95,67.564,32,67.392,23
7/6/23 14:45,67.564,98,67.564,34,67.906,17
7/6/23 15:00,67.735,98,67.564,36,67.564,16
7/6/23 15:15,67.906,86,67.735,33,67.392,16
7/6/23 15:30,68.077,72,68.077,32,67.735,16
7/6/23 15:45,68.421,69,68.248,30,67.906,13
7/6/23 16:00,68.763,51,68.763,26,66.879,11
7/6/23 16:15,68.077,47,67.906,22,66.879,9
7/6/23 16:30,68.421,44,68.077,20,67.221,6
7/6/23 16:45,69.107,38,68.934,17,67.221,7
7/6/23 17:00,67.392,35,67.392,14,67.392,7
7/6/23 17:15,67.735,27,67.564,12,67.735,6
7/6/23 17:30,69.622,17,69.449,10,69.278,4
7/6/23 17:45,70.308,11,70.137,8,68.248,3
7/6/23 18:00,69.278,9,69.278,6,68.248,2
7/6/23 18:15,68.421,6,68.421,4,66.537,0
7/6/23 18:30,67.392,2,67.05,1,66.366,0
7/6/23 18:45,67.05,9,67.05,2,69.107,1
7/6/23 19:00,68.077,4,67.735,1,67.05,0
7/6/23 19:15,67.906,3,67.564,0,67.221,0
7/6/23 19:30,67.392,2,67.392,0,67.392,0
7/6/23 19:45,67.564,1,67.392,0,66.879,0
7/6/23 20:00,67.221,0,67.05,0,66.879,0
7/6/23 20:15,67.221,0,67.05,0,66.537,0
7/6/23 20:30,67.392,0,67.221,0,66.022,0
7/6/23 20:45,67.564,0,67.392,0,66.022,0
7/6/23 21:00,67.05,0,67.05,0,65.851,0
7/6/23 21:15,66.879,0,66.879,0,65.68,0
7/6/23 21:30,66.537,0,66.366,0,65.509,0
7/6/23 21:45,66.366,0,66.366,0,65.68,0
7/6/23 22:00,66.366,0,66.193,0,65.509,0
7/6/23 22:15,66.193,0,66.193,0,65.509,0
7/6/23 22:30,66.193,0,66.193,0,65.509,0
7/6/23 22:45,66.022,0,66.022,0,65.338,0
7/6/23 23:00,65.851,0,65.851,0,65.851,0
7/6/23 23:15,66.022,0,65.851,0,66.193,0
7/6/23 23:30,65.851,0,65.851,0,66.366,0
7/6/23 23:45,66.193,0,66.022,0,66.537,0
7/7/23 0:00,67.392,0,67.221,0,67.221,0
7/7/23 0:15,67.735,0,67.564,0,67.221,0
7/7/23 0:30,67.392,0,67.221,0,65.509,0
7/7/23 0:45,66.366,0,66.366,0,65.68,0
7/7/23 1:00,66.879,0,66.879,0,65.68,0
7/7/23 1:15,66.537,0,66.537,0,65.338,0
7/7/23 1:30,66.879,0,66.708,0,66.022,0
7/7/23 1:45,66.879,0,66.879,0,66.537,0
7/7/23 2:00,67.221,0,67.05,0,66.879,0
7/7/23 2:15,67.221,0,67.221,0,67.05,0
7/7/23 2:30,67.221,0,67.221,0,66.193,0
7/7/23 2:45,67.392,0,67.392,0,66.366,0
7/7/23 3:00,67.392,0,67.392,0,66.193,0
7/7/23 3:15,66.879,0,66.708,0,66.537,0
7/7/23 3:30,66.879,0,66.708,0,66.879,0
7/7/23 3:45,67.05,0,66.879,0,67.221,0
7/7/23 4:00,67.05,0,67.05,0,67.221,0
7/7/23 4:15,67.392,0,67.392,0,67.392,0
7/7/23 4:30,67.735,0,67.735,0,66.879,0
7/7/23 4:45,67.906,0,67.735,0,67.221,0
7/7/23 5:00,68.077,0,67.906,0,67.221,0
7/7/23 5:15,68.077,0,67.906,0,66.879,0
7/7/23 5:30,67.392,0,67.221,0,66.708,0
7/7/23 5:45,67.392,0,67.221,0,68.077,0
7/7/23 6:00,67.05,0,66.879,0,67.05,0
7/7/23 6:15,67.906,0,67.735,0,68.248,0
7/7/23 6:30,68.248,2,68.077,0,68.248,0
7/7/23 6:45,68.421,3,68.248,1,68.421,0
7/7/23 7:00,68.763,3,68.592,1,68.592,0
