"Plot Title: 21741108-C"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 21741108, SEN S/N: 21741108)","Intensity, lum/ft² (LGR S/N: 21741108, SEN S/N: 21741108)","End Of File (LGR S/N: 21741108)"
1,09/20/23 10:00:00 AM,76.006,352.0,Logged
