#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux)
1,10/03/2023 08:37:50,17.03,7308.80
2,10/03/2023 08:37:58,16.94,7157.76
3,10/03/2023 08:38:06,16.94,7447.04
4,10/03/2023 08:38:14,16.90,7155.20
5,10/03/2023 08:38:22,16.90,3848.96
6,10/03/2023 08:38:30,16.86,7313.92
7,10/03/2023 08:38:38,16.86,7342.08
8,10/03/2023 08:38:46,16.77,7009.28
9,10/03/2023 08:38:54,16.73,7406.08
10,10/03/2023 08:39:02,16.73,7531.52
11,10/03/2023 08:39:10,16.77,7759.36
12,10/03/2023 08:39:18,16.69,7989.76
13,10/03/2023 08:39:26,16.64,8232.96
14,10/03/2023 08:39:34,16.69,8819.20
15,10/03/2023 08:39:42,16.64,8819.20
16,10/03/2023 08:39:50,16.69,9070.08
17,10/03/2023 08:39:58,16.69,9397.76
18,10/03/2023 08:40:06,16.69,9694.72
19,10/03/2023 08:40:14,16.64,9794.56
20,10/03/2023 08:40:22,16.69,9771.52
21,10/03/2023 08:40:30,16.64,10135.04
22,10/03/2023 08:40:38,16.64,10593.28
23,10/03/2023 08:40:46,16.60,10736.64
24,10/03/2023 08:40:54,16.64,11064.32
25,10/03/2023 08:41:02,16.69,11095.04
26,10/03/2023 08:41:10,16.73,11207.68
27,10/03/2023 08:41:18,16.69,11136.00
28,10/03/2023 08:41:26,16.73,11043.84
29,10/03/2023 08:41:34,16.77,10880.00
30,10/03/2023 08:41:42,16.73,10931.20
31,10/03/2023 08:41:50,16.77,10716.16
32,10/03/2023 08:41:58,16.73,10501.12
33,10/03/2023 08:42:06,16.77,10245.12
34,10/03/2023 08:42:14,16.77,10127.36
35,10/03/2023 08:42:22,16.77,10078.72
36,10/03/2023 08:42:30,16.81,10009.60
37,10/03/2023 08:42:38,16.73,9904.64
38,10/03/2023 08:42:46,16.77,9702.40
39,10/03/2023 08:42:54,16.77,9786.88
40,10/03/2023 08:43:02,16.77,9925.12
41,10/03/2023 08:43:10,16.81,9653.76
42,10/03/2023 08:43:18,16.77,9856.00
43,10/03/2023 08:43:26,16.81,9771.52
44,10/03/2023 08:43:34,16.86,10078.72
45,10/03/2023 08:43:42,16.81,10037.76
46,10/03/2023 08:43:50,16.86,9717.76
47,10/03/2023 08:43:58,16.81,2206.72
48,10/03/2023 08:44:06,16.77,734.72
49,10/03/2023 08:44:14,16.81,3581.44
50,10/03/2023 08:44:22,16.81,117.68
51,10/03/2023 08:44:30,16.81,2833.92
52,10/03/2023 08:44:38,16.81,1140.48
53,10/03/2023 08:44:46,16.86,1926.40
54,10/03/2023 08:44:54,16.86,2439.68
55,10/03/2023 08:45:02,16.94,640.00
56,10/03/2023 08:45:10,16.90,241.84
57,10/03/2023 08:45:18,17.03,1272.00
58,10/03/2023 08:45:26,16.99,1072.64
59,10/03/2023 08:45:34,17.07,1699.84
60,10/03/2023 08:45:42,17.16,1917.44
61,10/03/2023 08:45:50,17.20,2097.92
62,10/03/2023 08:45:58,17.24,2362.88
63,10/03/2023 08:46:06,17.24,1630.08
64,10/03/2023 08:46:14,17.24,1216.32
65,10/03/2023 08:46:22,17.20,958.72
66,10/03/2023 08:46:30,17.24,895.68
67,10/03/2023 08:46:38,17.24,2572.16
68,10/03/2023 08:46:46,17.24,2833.92
69,10/03/2023 08:46:54,17.20,4576.00
70,10/03/2023 08:47:02,17.20,1121.60
71,10/03/2023 08:47:10,17.20,4642.56
72,10/03/2023 08:47:18,17.16,3168.00
73,10/03/2023 08:47:26,17.16,1257.60
74,10/03/2023 08:47:34,17.11,1198.40
75,10/03/2023 08:47:42,17.11,288.00
76,10/03/2023 08:47:50,17.07,374.56
77,10/03/2023 08:47:58,17.11,3873.28
78,10/03/2023 08:48:06,17.11,802.56
79,10/03/2023 08:48:14,17.11,1103.36
80,10/03/2023 08:48:22,17.16,678.08
81,10/03/2023 08:48:30,17.16,813.76
82,10/03/2023 08:48:38,17.16,962.24
83,10/03/2023 08:48:46,17.16,246.40
84,10/03/2023 08:48:54,17.24,149.44
85,10/03/2023 08:49:02,17.29,1082.24
86,10/03/2023 08:49:10,17.29,1032.64
87,10/03/2023 08:49:18,17.33,831.36
88,10/03/2023 08:49:26,17.29,519.84
89,10/03/2023 08:49:34,17.37,760.32
90,10/03/2023 08:49:42,17.37,735.04
91,10/03/2023 08:49:50,17.37,851.20
92,10/03/2023 08:49:58,17.37,823.36
93,10/03/2023 08:50:06,17.37,1223.36
94,10/03/2023 08:50:14,17.41,1185.92
95,10/03/2023 08:50:22,17.41,867.84
96,10/03/2023 08:50:30,17.41,1102.40
97,10/03/2023 08:50:38,17.41,111.04
98,10/03/2023 08:50:46,17.41,1399.04
99,10/03/2023 08:50:54,17.46,1101.44
100,10/03/2023 08:51:02,17.50,1470.08
101,10/03/2023 08:51:10,17.46,113.52
102,10/03/2023 08:51:18,17.50,89.16
103,10/03/2023 08:51:26,17.50,325.20
104,10/03/2023 08:51:34,17.50,539.04
105,10/03/2023 08:51:42,17.50,233.36
106,10/03/2023 08:51:50,17.54,346.88
107,10/03/2023 08:51:58,17.54,257.76
108,10/03/2023 08:52:06,17.54,236.00
109,10/03/2023 08:52:14,17.54,554.72
110,10/03/2023 08:52:22,17.54,587.68
111,10/03/2023 08:52:30,17.59,660.16
112,10/03/2023 08:52:38,17.59,778.24
113,10/03/2023 08:52:46,17.63,640.32
114,10/03/2023 08:52:54,17.59,158.04
115,10/03/2023 08:53:02,17.63,337.12
116,10/03/2023 08:53:10,17.67,462.88
117,10/03/2023 08:53:18,17.63,249.68
118,10/03/2023 08:53:26,17.67,175.44
119,10/03/2023 08:53:34,17.63,91.68
120,10/03/2023 08:53:42,17.67,114.40
121,10/03/2023 08:53:50,17.67,50.62
122,10/03/2023 08:53:58,17.67,58.46
123,10/03/2023 08:54:06,17.72,28.33
124,10/03/2023 08:54:14,17.72,44.96
125,10/03/2023 08:54:22,17.72,19.41
126,10/03/2023 08:54:30,17.72,35.35
127,10/03/2023 08:54:38,17.72,32.30
128,10/03/2023 08:54:46,17.72,32.25
129,10/03/2023 08:54:54,17.76,59.38
130,10/03/2023 08:55:02,17.72,22.02
131,10/03/2023 08:55:10,17.76,22.89
132,10/03/2023 08:55:18,17.76,11.77
133,10/03/2023 08:55:26,17.76,34.48
134,10/03/2023 08:55:34,17.76,22.02
135,10/03/2023 08:55:42,17.72,33.17
136,10/03/2023 08:55:50,17.76,33.61
137,10/03/2023 08:55:58,17.76,31.86
138,10/03/2023 08:56:06,17.72,35.35
139,10/03/2023 08:56:14,17.80,23.76
140,10/03/2023 08:56:22,17.80,23.54
141,10/03/2023 08:56:30,17.76,17.21
142,10/03/2023 08:56:38,17.76,22.46
143,10/03/2023 08:56:46,17.80,33.12
144,10/03/2023 08:56:54,17.80,17.86
145,10/03/2023 08:57:02,17.76,14.60
146,10/03/2023 08:57:10,17.76,22.46
147,10/03/2023 08:57:18,17.80,26.59
148,10/03/2023 08:57:26,17.80,26.18
149,10/03/2023 08:57:34,17.76,18.98
150,10/03/2023 08:57:42,17.76,37.96
151,10/03/2023 08:57:50,17.72,21.80
152,10/03/2023 08:57:58,17.80,36.65
153,10/03/2023 08:58:06,17.80,15.90
154,10/03/2023 08:58:14,17.76,2.82
155,10/03/2023 08:58:22,17.80,12.86
156,10/03/2023 08:58:30,17.80,10.68
157,10/03/2023 08:58:38,17.76,16.77
158,10/03/2023 08:58:46,17.80,8.51
159,10/03/2023 08:58:54,17.80,10.68
160,10/03/2023 08:59:02,17.76,13.97
161,10/03/2023 08:59:10,17.80,95.28
162,10/03/2023 08:59:18,17.76,17.02
163,10/03/2023 08:59:26,17.80,8.07
164,10/03/2023 08:59:34,17.80,1.30
165,10/03/2023 08:59:42,17.80,1.30
166,10/03/2023 08:59:50,17.76,3.91
167,10/03/2023 08:59:58,17.80,15.69
168,10/03/2023 09:00:06,17.80,10.25
169,10/03/2023 09:00:14,17.76,6.30
170,10/03/2023 09:00:22,17.84,19.41
171,10/03/2023 09:00:30,17.80,9.38
172,10/03/2023 09:00:38,17.80,2.39
173,10/03/2023 09:00:46,17.80,7.39
174,10/03/2023 09:00:54,17.80,7.83
175,10/03/2023 09:01:02,17.80,5.65
176,10/03/2023 09:01:10,17.80,9.59
177,10/03/2023 09:01:18,17.80,9.81
178,10/03/2023 09:01:26,17.84,12.86
179,10/03/2023 09:01:34,17.76,10.68
180,10/03/2023 09:01:42,17.80,8.48
181,10/03/2023 09:01:50,17.80,8.51
182,10/03/2023 09:01:58,17.80,8.29
183,10/03/2023 09:02:06,17.76,8.94
184,10/03/2023 09:02:14,17.80,8.04
185,10/03/2023 09:02:22,17.80,7.85
186,10/03/2023 09:02:30,17.80,57.20
187,10/03/2023 09:02:38,17.80,4.78
188,10/03/2023 09:02:46,17.80,2.61
189,10/03/2023 09:02:54,17.80,2.61
190,10/03/2023 09:03:02,17.84,2.39
191,10/03/2023 09:03:10,17.80,2.82
192,10/03/2023 09:03:18,17.84,10.46
193,10/03/2023 09:03:26,17.80,27.95
194,10/03/2023 09:03:34,17.80,10.25
195,10/03/2023 09:03:42,17.84,9.38
196,10/03/2023 09:03:50,17.80,9.38
197,10/03/2023 09:03:58,17.80,8.72
198,10/03/2023 09:04:06,17.80,9.38
199,10/03/2023 09:04:14,17.80,3.04
200,10/03/2023 09:04:22,17.80,2.61
201,10/03/2023 09:04:30,17.80,3.04
202,10/03/2023 09:04:38,17.76,2.82
203,10/03/2023 09:04:46,17.80,2.61
204,10/03/2023 09:04:54,17.84,2.17
205,10/03/2023 09:05:02,17.80,9.38
206,10/03/2023 09:05:10,17.76,1.95
207,10/03/2023 09:05:18,17.80,1.95
208,10/03/2023 09:05:26,17.76,2.61
209,10/03/2023 09:05:34,17.84,1.95
210,10/03/2023 09:05:42,17.80,4.35
211,10/03/2023 09:05:50,17.80,11.55
212,10/03/2023 09:05:58,17.80,3.26
213,10/03/2023 09:06:06,17.84,17.67
214,10/03/2023 09:06:14,17.80,10.46
215,10/03/2023 09:06:22,17.80,4.56
216,10/03/2023 09:06:30,17.84,9.13
217,10/03/2023 09:06:38,17.84,7.61
218,10/03/2023 09:06:46,17.76,7.61
219,10/03/2023 09:06:54,17.80,4.78
220,10/03/2023 09:07:02,17.80,14.16
221,10/03/2023 09:07:10,17.80,28.33
222,10/03/2023 09:07:18,17.80,18.95
223,10/03/2023 09:07:26,17.80,22.46
224,10/03/2023 09:07:34,17.80,58.02
225,10/03/2023 09:07:42,17.76,20.04
226,10/03/2023 09:07:50,17.84,38.39
227,10/03/2023 09:07:58,17.84,33.61
228,10/03/2023 09:08:06,17.80,32.68
229,10/03/2023 09:08:14,17.84,39.26
230,10/03/2023 09:08:22,17.80,15.90
231,10/03/2023 09:08:30,17.84,21.15
232,10/03/2023 09:08:38,17.80,44.48
233,10/03/2023 09:08:46,17.80,39.70
234,10/03/2023 09:08:54,17.80,103.00
235,10/03/2023 09:09:02,17.80,41.00
236,10/03/2023 09:09:10,17.80,20.50
237,10/03/2023 09:09:18,17.84,33.61
238,10/03/2023 09:09:26,17.84,113.44
239,10/03/2023 09:09:34,17.80,151.92
240,10/03/2023 09:09:42,17.84,225.36
241,10/03/2023 09:09:50,17.80,84.24
