#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux)
1,09/22/2023 10:56:06,30.84,44912.64
2,09/22/2023 10:56:16,30.93,43991.04
3,09/22/2023 10:56:26,30.84,43130.88
4,09/22/2023 10:56:36,30.84,39741.44
5,09/22/2023 10:56:46,30.80,34877.44
6,09/22/2023 10:56:56,30.67,25845.76
7,09/22/2023 10:57:06,30.89,35215.36
8,09/22/2023 10:57:16,30.71,499.20
9,09/22/2023 10:57:26,30.84,41779.20
10,09/22/2023 10:57:36,31.01,45813.76
11,09/22/2023 10:57:46,31.01,36710.40
12,09/22/2023 10:57:56,31.01,40386.56
13,09/22/2023 10:58:06,31.06,43540.48
14,09/22/2023 10:58:16,31.06,40550.40
15,09/22/2023 10:58:26,31.06,44093.44
16,09/22/2023 10:58:36,31.14,44175.36
17,09/22/2023 10:58:46,31.14,43642.88
18,09/22/2023 10:58:56,31.19,45056.00
19,09/22/2023 10:59:06,31.23,45281.28
20,09/22/2023 10:59:16,31.19,44851.20
21,09/22/2023 10:59:26,31.23,45875.20
22,09/22/2023 10:59:36,31.27,46632.96
23,09/22/2023 10:59:46,31.27,46612.48
24,09/22/2023 10:59:56,31.31,47083.52
25,09/22/2023 11:00:06,31.36,47861.76
26,09/22/2023 11:00:16,31.36,47841.28
27,09/22/2023 11:00:26,31.40,45834.24
28,09/22/2023 11:00:36,31.44,47841.28
29,09/22/2023 11:00:46,31.44,49315.84
30,09/22/2023 11:00:56,31.44,50176.00
31,09/22/2023 11:01:06,31.49,50094.08
32,09/22/2023 11:01:16,31.53,50176.00
33,09/22/2023 11:01:26,31.57,50565.12
34,09/22/2023 11:01:36,31.61,50749.44
35,09/22/2023 11:01:46,31.66,49459.20
36,09/22/2023 11:01:56,31.66,50769.92
37,09/22/2023 11:02:06,31.66,48558.08
38,09/22/2023 11:02:16,31.61,49561.60
39,09/22/2023 11:02:26,31.66,50565.12
40,09/22/2023 11:02:36,31.66,50196.48
41,09/22/2023 11:02:46,31.66,50749.44
42,09/22/2023 11:02:56,31.66,52346.88
43,09/22/2023 11:03:06,31.66,52510.72
44,09/22/2023 11:03:16,31.66,53329.92
45,09/22/2023 11:03:26,31.70,54251.52
46,09/22/2023 11:03:36,31.70,53473.28
47,09/22/2023 11:03:46,31.66,51793.92
48,09/22/2023 11:03:56,31.66,50380.80
49,09/22/2023 11:04:06,31.61,51507.20
50,09/22/2023 11:04:16,31.61,50339.84
51,09/22/2023 11:04:26,31.53,48926.72
52,09/22/2023 11:04:36,31.49,47656.96
53,09/22/2023 11:04:46,31.19,32839.68
54,09/22/2023 11:04:56,30.93,32430.08
55,09/22/2023 11:05:06,30.46,8855.04
56,09/22/2023 11:05:16,30.11,6886.40
57,09/22/2023 11:05:26,29.94,5624.32
58,09/22/2023 11:05:36,29.56,6384.64
59,09/22/2023 11:05:46,29.34,10050.56
60,09/22/2023 11:05:56,29.34,37406.72
61,09/22/2023 11:06:06,29.04,5207.04
62,09/22/2023 11:06:16,28.74,5698.56
63,09/22/2023 11:06:26,28.61,10380.80
64,09/22/2023 11:06:36,28.40,9464.32
65,09/22/2023 11:06:46,28.27,28682.24
66,09/22/2023 11:06:56,28.44,55357.44
67,09/22/2023 11:07:06,28.74,51097.60
68,09/22/2023 11:07:16,29.00,52633.60
69,09/22/2023 11:07:26,28.91,39045.12
70,09/22/2023 11:07:36,28.91,46919.68
71,09/22/2023 11:07:46,29.00,59043.84
72,09/22/2023 11:07:56,28.78,12595.20
73,09/22/2023 11:08:06,28.44,11545.60
74,09/22/2023 11:08:16,28.53,40304.64
75,09/22/2023 11:08:26,28.53,54763.52
76,09/22/2023 11:08:36,28.87,56033.28
77,09/22/2023 11:08:46,29.08,56176.64
78,09/22/2023 11:08:56,29.21,24975.36
79,09/22/2023 11:09:06,29.43,48107.52
80,09/22/2023 11:09:16,29.00,18764.80
81,09/22/2023 11:09:26,28.78,26951.68
82,09/22/2023 11:09:36,28.65,10037.76
83,09/22/2023 11:09:46,28.74,33044.48
84,09/22/2023 11:09:56,28.57,13045.76
85,09/22/2023 11:10:06,28.40,13706.24
86,09/22/2023 11:10:16,28.23,14172.16
87,09/22/2023 11:10:26,28.40,54640.64
88,09/22/2023 11:10:36,28.53,29849.60
89,09/22/2023 11:10:46,28.53,56934.40
90,09/22/2023 11:10:56,27.93,3251.20
91,09/22/2023 11:11:06,27.15,2755.84
92,09/22/2023 11:11:16,26.47,5583.36
93,09/22/2023 11:11:26,25.87,2698.24
94,09/22/2023 11:11:36,25.44,19543.04
95,09/22/2023 11:11:46,25.14,36433.92
96,09/22/2023 11:11:56,24.71,1359.36
97,09/22/2023 11:12:06,24.32,4650.24
98,09/22/2023 11:12:16,23.98,12134.40
99,09/22/2023 11:12:26,23.68,5237.76
100,09/22/2023 11:12:36,23.38,3696.64
101,09/22/2023 11:12:46,23.08,3371.52
102,09/22/2023 11:12:56,22.82,3784.96
103,09/22/2023 11:13:06,22.65,1674.88
104,09/22/2023 11:13:16,22.43,2124.80
105,09/22/2023 11:13:26,22.26,4322.56
106,09/22/2023 11:13:36,22.09,2881.28
107,09/22/2023 11:13:46,21.96,5941.76
108,09/22/2023 11:13:56,21.83,4820.48
109,09/22/2023 11:14:06,21.70,3288.32
110,09/22/2023 11:14:16,21.53,1665.28
111,09/22/2023 11:14:26,21.40,3013.12
112,09/22/2023 11:14:36,21.28,1457.28
113,09/22/2023 11:14:46,21.15,2234.24
114,09/22/2023 11:14:56,20.93,1398.40
115,09/22/2023 11:15:06,20.85,1358.08
116,09/22/2023 11:15:16,20.68,980.48
117,09/22/2023 11:15:26,20.55,1039.36
118,09/22/2023 11:15:36,20.46,412.48
119,09/22/2023 11:15:46,20.37,369.44
120,09/22/2023 11:15:56,20.29,256.24
121,09/22/2023 11:16:06,20.20,400.16
122,09/22/2023 11:16:16,20.07,420.64
123,09/22/2023 11:16:26,20.03,186.00
124,09/22/2023 11:16:36,19.95,185.12
125,09/22/2023 11:16:46,19.86,397.60
126,09/22/2023 11:16:56,19.82,296.64
127,09/22/2023 11:17:06,19.82,411.20
128,09/22/2023 11:17:16,19.73,598.40
129,09/22/2023 11:17:26,19.69,278.64
130,09/22/2023 11:17:36,19.60,262.24
131,09/22/2023 11:17:46,19.56,169.76
132,09/22/2023 11:17:56,19.47,207.36
133,09/22/2023 11:18:06,19.43,208.16
134,09/22/2023 11:18:16,19.43,153.44
135,09/22/2023 11:18:26,19.39,125.12
136,09/22/2023 11:18:36,19.35,88.28
137,09/22/2023 11:18:46,19.35,78.00
138,09/22/2023 11:18:56,19.30,94.28
139,09/22/2023 11:19:06,19.22,95.12
140,09/22/2023 11:19:16,19.13,61.66
141,09/22/2023 11:19:26,19.09,52.68
142,09/22/2023 11:19:36,19.13,49.28
143,09/22/2023 11:19:46,19.05,45.80
144,09/22/2023 11:19:56,19.00,50.12
145,09/22/2023 11:20:06,19.00,43.66
146,09/22/2023 11:20:16,18.96,62.08
147,09/22/2023 11:20:26,18.87,21.62
148,09/22/2023 11:20:36,18.87,55.26
149,09/22/2023 11:20:46,18.87,21.62
150,09/22/2023 11:20:56,18.87,36.41
151,09/22/2023 11:21:06,18.87,22.29
152,09/22/2023 11:21:16,18.87,169.60
153,09/22/2023 11:21:26,18.87,80.14
154,09/22/2023 11:21:36,18.87,58.24
155,09/22/2023 11:21:46,18.83,148.32
156,09/22/2023 11:21:56,18.83,163.68
157,09/22/2023 11:22:06,18.83,200.48
158,09/22/2023 11:22:16,18.83,228.08
159,09/22/2023 11:22:26,18.87,247.68
160,09/22/2023 11:22:36,18.83,237.44
161,09/22/2023 11:22:46,18.83,220.16
162,09/22/2023 11:22:56,18.83,244.32
163,09/22/2023 11:23:06,18.79,275.92
164,09/22/2023 11:23:16,18.79,334.08
165,09/22/2023 11:23:26,18.79,309.44
166,09/22/2023 11:23:36,18.79,318.00
167,09/22/2023 11:23:46,18.74,302.56
168,09/22/2023 11:23:56,18.74,314.56
169,09/22/2023 11:24:06,18.74,322.24
170,09/22/2023 11:24:16,18.79,318.80
171,09/22/2023 11:24:26,18.74,313.68
172,09/22/2023 11:24:36,18.74,303.44
173,09/22/2023 11:24:46,18.74,226.32
174,09/22/2023 11:24:56,18.79,240.00
175,09/22/2023 11:25:06,18.74,275.04
176,09/22/2023 11:25:16,18.74,49.28
177,09/22/2023 11:25:26,18.74,64.28
178,09/22/2023 11:25:36,18.74,97.68
179,09/22/2023 11:25:46,18.70,69.40
180,09/22/2023 11:25:56,18.74,532.16
181,09/22/2023 11:26:06,18.74,557.76
182,09/22/2023 11:26:16,18.70,349.76
183,09/22/2023 11:26:26,18.70,636.00
184,09/22/2023 11:26:36,18.74,458.72
185,09/22/2023 11:26:46,18.74,479.20
186,09/22/2023 11:26:56,18.79,527.84
187,09/22/2023 11:27:06,18.74,549.28
188,09/22/2023 11:27:16,18.74,418.08
189,09/22/2023 11:27:26,18.74,460.32
190,09/22/2023 11:27:36,18.79,687.04
191,09/22/2023 11:27:46,18.74,685.44
192,09/22/2023 11:27:56,18.79,712.32
193,09/22/2023 11:28:06,18.79,719.04
194,09/22/2023 11:28:16,18.79,715.84
195,09/22/2023 11:28:26,18.79,685.44
196,09/22/2023 11:28:36,18.74,680.32
197,09/22/2023 11:28:46,18.74,706.88
198,09/22/2023 11:28:56,18.79,684.48
199,09/22/2023 11:29:06,18.74,680.32
200,09/22/2023 11:29:16,18.74,680.32
201,09/22/2023 11:29:26,18.79,683.84
202,09/22/2023 11:29:36,18.79,702.40
203,09/22/2023 11:29:46,18.79,705.92
204,09/22/2023 11:29:56,18.74,708.16
205,09/22/2023 11:30:06,18.79,660.48
206,09/22/2023 11:30:16,18.74,477.44
207,09/22/2023 11:30:26,18.79,78.80
208,09/22/2023 11:30:36,18.79,68.98
209,09/22/2023 11:30:46,18.74,43.66
210,09/22/2023 11:30:56,18.74,100.24
211,09/22/2023 11:31:06,18.79,115.72
212,09/22/2023 11:31:16,18.79,201.36
213,09/22/2023 11:31:26,18.74,157.68
214,09/22/2023 11:31:36,18.74,110.60
215,09/22/2023 11:31:46,18.74,132.80
216,09/22/2023 11:31:56,18.74,60.00
217,09/22/2023 11:32:06,18.74,135.40
218,09/22/2023 11:32:16,18.74,667.52
219,09/22/2023 11:32:26,18.74,110.60
220,09/22/2023 11:32:36,18.74,353.12
221,09/22/2023 11:32:46,18.74,176.56
222,09/22/2023 11:32:56,18.70,407.04
223,09/22/2023 11:33:06,18.79,479.20
224,09/22/2023 11:33:16,18.74,456.16
225,09/22/2023 11:33:26,18.79,532.16
226,09/22/2023 11:33:36,18.70,624.80
227,09/22/2023 11:33:46,18.79,640.16
228,09/22/2023 11:33:56,18.74,660.48
229,09/22/2023 11:34:06,18.74,650.40
230,09/22/2023 11:34:16,18.79,608.64
231,09/22/2023 11:34:26,18.70,574.40
232,09/22/2023 11:34:36,18.74,624.00
233,09/22/2023 11:34:46,18.74,614.56
234,09/22/2023 11:34:56,18.74,616.32
235,09/22/2023 11:35:06,18.74,599.20
236,09/22/2023 11:35:16,18.74,567.52
237,09/22/2023 11:35:26,18.74,569.28
238,09/22/2023 11:35:36,18.70,600.96
239,09/22/2023 11:35:46,18.70,590.72
240,09/22/2023 11:35:56,18.74,626.56
241,09/22/2023 11:36:06,18.74,624.00
242,09/22/2023 11:36:16,18.70,600.00
243,09/22/2023 11:36:26,18.66,78.42
244,09/22/2023 11:36:36,18.70,126.00
245,09/22/2023 11:36:46,18.74,167.04
246,09/22/2023 11:36:56,18.74,230.64
247,09/22/2023 11:37:06,18.74,129.40
248,09/22/2023 11:37:16,18.70,395.04
249,09/22/2023 11:37:26,18.70,433.44
250,09/22/2023 11:37:36,18.70,720.96
251,09/22/2023 11:37:46,18.70,707.20
252,09/22/2023 11:37:56,18.79,734.40
253,09/22/2023 11:38:06,18.70,744.00
254,09/22/2023 11:38:16,18.70,750.72
255,09/22/2023 11:38:26,18.70,697.28
256,09/22/2023 11:38:36,18.70,666.56
257,09/22/2023 11:38:46,18.70,517.60
258,09/22/2023 11:38:56,18.70,650.40
259,09/22/2023 11:39:06,18.70,603.52
260,09/22/2023 11:39:16,18.70,723.52
261,09/22/2023 11:39:26,18.66,716.48
262,09/22/2023 11:39:36,18.74,710.72
263,09/22/2023 11:39:46,18.70,743.04
264,09/22/2023 11:39:56,18.70,775.36
265,09/22/2023 11:40:06,18.70,783.36
266,09/22/2023 11:40:16,18.66,798.72
267,09/22/2023 11:40:26,18.74,847.36
268,09/22/2023 11:40:36,18.74,837.12
269,09/22/2023 11:40:46,18.70,783.36
270,09/22/2023 11:40:56,18.66,832.64
271,09/22/2023 11:41:06,18.74,812.16
272,09/22/2023 11:41:16,18.70,861.76
273,09/22/2023 11:41:26,18.66,765.12
274,09/22/2023 11:41:36,18.70,582.88
275,09/22/2023 11:41:46,18.66,68.54
276,09/22/2023 11:41:56,18.66,37.26
277,09/22/2023 11:42:06,18.66,134.52
278,09/22/2023 11:42:16,18.70,132.80
279,09/22/2023 11:42:26,18.66,111.36
280,09/22/2023 11:42:36,18.66,192.80
281,09/22/2023 11:42:46,18.62,42.00
282,09/22/2023 11:42:56,18.70,94.28
283,09/22/2023 11:43:06,18.66,353.12
284,09/22/2023 11:43:16,18.70,609.44
285,09/22/2023 11:43:26,18.70,668.16
286,09/22/2023 11:43:36,18.66,710.72
287,09/22/2023 11:43:46,18.70,690.56
288,09/22/2023 11:43:56,18.62,728.64
289,09/22/2023 11:44:06,18.70,753.28
290,09/22/2023 11:44:16,18.66,760.00
291,09/22/2023 11:44:26,18.66,749.12
292,09/22/2023 11:44:36,18.66,761.92
293,09/22/2023 11:44:46,18.74,762.56
294,09/22/2023 11:44:56,18.66,484.32
295,09/22/2023 11:45:06,18.70,408.64
296,09/22/2023 11:45:16,18.70,781.44
297,09/22/2023 11:45:26,18.66,737.92
298,09/22/2023 11:45:36,18.66,734.40
299,09/22/2023 11:45:46,18.66,731.84
300,09/22/2023 11:45:56,18.66,727.68
301,09/22/2023 11:46:06,18.74,689.60
302,09/22/2023 11:46:16,18.66,632.48
303,09/22/2023 11:46:26,18.70,692.16
304,09/22/2023 11:46:36,18.66,701.12
305,09/22/2023 11:46:46,18.70,700.48
306,09/22/2023 11:46:56,18.66,674.24
307,09/22/2023 11:47:06,18.70,672.64
308,09/22/2023 11:47:16,18.70,664.96
309,09/22/2023 11:47:26,18.70,652.16
310,09/22/2023 11:47:36,18.66,649.60
311,09/22/2023 11:47:46,18.62,648.80
312,09/22/2023 11:47:56,18.66,665.60
313,09/22/2023 11:48:06,18.62,671.68
314,09/22/2023 11:48:16,18.62,528.64
315,09/22/2023 11:48:26,18.57,556.96
316,09/22/2023 11:48:36,18.57,160.28
317,09/22/2023 11:48:46,18.53,92.56
318,09/22/2023 11:48:56,18.49,87.44
319,09/22/2023 11:49:06,18.49,175.60
320,09/22/2023 11:49:16,18.49,320.56
321,09/22/2023 11:49:26,18.49,559.52
322,09/22/2023 11:49:36,18.44,738.88
323,09/22/2023 11:49:46,18.44,821.76
324,09/22/2023 11:49:56,18.49,772.16
325,09/22/2023 11:50:06,18.49,810.56
326,09/22/2023 11:50:16,18.49,285.52
327,09/22/2023 11:50:26,18.49,275.92
328,09/22/2023 11:50:36,18.44,261.36
329,09/22/2023 11:50:46,18.44,261.36
330,09/22/2023 11:50:56,18.49,262.24
331,09/22/2023 11:51:06,18.49,249.44
332,09/22/2023 11:51:16,18.44,249.44
333,09/22/2023 11:51:26,18.44,248.56
334,09/22/2023 11:51:36,18.49,236.56
335,09/22/2023 11:51:46,18.44,246.00
336,09/22/2023 11:51:56,18.49,233.20
337,09/22/2023 11:52:06,18.44,227.20
338,09/22/2023 11:52:16,18.44,230.64
339,09/22/2023 11:52:26,18.44,237.44
340,09/22/2023 11:52:36,18.44,238.32
341,09/22/2023 11:52:46,18.44,239.12
342,09/22/2023 11:52:56,18.49,247.68
343,09/22/2023 11:53:06,18.49,256.24
344,09/22/2023 11:53:16,18.49,275.92
345,09/22/2023 11:53:26,18.49,276.08
346,09/22/2023 11:53:36,18.49,294.08
347,09/22/2023 11:53:46,18.49,299.20
348,09/22/2023 11:53:56,18.44,43.66
349,09/22/2023 11:54:06,18.49,21.62
350,09/22/2023 11:54:16,18.49,39.83
351,09/22/2023 11:54:26,18.49,53.12
352,09/22/2023 11:54:36,18.49,121.72
353,09/22/2023 11:54:46,18.49,111.36
354,09/22/2023 11:54:56,18.53,150.00
355,09/22/2023 11:55:06,18.53,165.36
356,09/22/2023 11:55:16,18.53,150.00
357,09/22/2023 11:55:26,18.53,285.52
358,09/22/2023 11:55:36,18.57,395.20
359,09/22/2023 11:55:46,18.57,348.00
360,09/22/2023 11:55:56,18.62,445.92
361,09/22/2023 11:56:06,18.66,687.68
362,09/22/2023 11:56:16,18.66,715.20
363,09/22/2023 11:56:26,18.70,652.64
364,09/22/2023 11:56:36,18.74,638.08
365,09/22/2023 11:56:46,18.70,512.00
366,09/22/2023 11:56:56,18.79,650.08
367,09/22/2023 11:57:06,18.79,1076.16
368,09/22/2023 11:57:16,18.79,398.88
369,09/22/2023 11:57:26,18.87,783.68
370,09/22/2023 11:57:36,18.87,816.00
371,09/22/2023 11:57:46,18.83,1076.16
372,09/22/2023 11:57:56,18.83,418.56
373,09/22/2023 11:58:06,18.83,526.56
374,09/22/2023 11:58:16,18.92,629.44
375,09/22/2023 11:58:26,18.83,557.28
376,09/22/2023 11:58:36,18.87,863.36
377,09/22/2023 11:58:46,18.87,714.88
378,09/22/2023 11:58:56,18.87,1320.96
379,09/22/2023 11:59:06,18.92,1224.96
380,09/22/2023 11:59:16,18.96,2625.28
381,09/22/2023 11:59:26,18.92,1966.08
382,09/22/2023 11:59:36,19.00,2429.44
383,09/22/2023 11:59:46,19.05,3539.20
384,09/22/2023 11:59:56,19.09,14274.56
385,09/22/2023 12:00:06,19.26,3799.04
386,09/22/2023 12:00:16,19.30,5240.32
387,09/22/2023 12:00:26,19.35,3549.44
388,09/22/2023 12:00:36,19.43,3086.08
389,09/22/2023 12:00:46,19.47,3292.16
390,09/22/2023 12:00:56,19.47,2318.08
391,09/22/2023 12:01:06,19.52,4988.16
392,09/22/2023 12:01:16,19.60,4134.40
393,09/22/2023 12:01:26,19.60,4517.12
394,09/22/2023 12:01:36,19.65,4875.52
395,09/22/2023 12:01:46,19.69,4181.76
396,09/22/2023 12:01:56,19.73,2896.64
397,09/22/2023 12:02:06,19.69,2590.08
398,09/22/2023 12:02:16,19.73,1914.88
399,09/22/2023 12:02:26,19.77,2046.72
400,09/22/2023 12:02:36,19.77,3877.12
401,09/22/2023 12:02:46,19.90,6504.96
402,09/22/2023 12:02:56,19.99,2360.96
403,09/22/2023 12:03:06,19.99,4855.04
404,09/22/2023 12:03:16,19.95,5588.48
405,09/22/2023 12:03:26,19.99,6126.08
406,09/22/2023 12:03:36,19.95,7495.68
407,09/22/2023 12:03:46,19.99,617.60
408,09/22/2023 12:03:56,19.95,1200.96
409,09/22/2023 12:04:06,19.95,13132.80
410,09/22/2023 12:04:16,19.99,10680.32
411,09/22/2023 12:04:26,20.03,5452.80
412,09/22/2023 12:04:36,19.99,2193.28
